1.01325,0,-818.31006
1.01325,0.05,-783.35028
1.01325,0.1,-748.348632
1.01325,0.15,-713.305116
1.01325,0.2,-678.135996
1.01325,0.25,-642.925008
1.01325,0.3,-607.672152
1.01325,0.35,-572.33556
1.01325,0.4,-536.9571
1.01325,0.45,-501.536772
1.01325,0.5,-466.032708
1.01325,0.55,-430.444908
1.01325,0.6,-394.8427891
1.01325,0.65,-359.1699971
1.01325,0.7,-323.4396784
1.01325,0.75,-287.650284
1.01325,0.8,-251.7988412
1.01325,0.85,-215.8803678
1.01325,0.9,-179.8862388
1.01325,0.95,-143.8011307
1.01325,1,-107.5950241
